"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr12",110502171,110502310,140,"*","MYC_A549_peak_1487",17,".",2.60241,4.94366,1.71503,14,"Promoter (<=1kb)",12,110502200,110532084,29885,1,"144715","ENST00000409246.5",0,"ENSG00000151164","RAD9B","RAD9 checkpoint clamp component B"
"chr12",110614152,110614281,130,"*","MYC_A549_peak_1488",44,".",4.25127,7.99358,4.40735,38,"Promoter (<=1kb)",12,110614153,110647893,33741,1,"79600","ENST00000681395.1",0,"ENSG00000204852","TCTN1","tectonic family member 1"
"chr12",110614390,110614489,100,"*","MYC_A549_peak_1489",48,".",4.69567,8.44714,4.81758,35,"Promoter (<=1kb)",12,110614181,110649128,34948,1,"79600","ENST00000680445.1",209,"ENSG00000204852","TCTN1","tectonic family member 1"
"chr12",110742777,110742963,187,"*","MYC_A549_peak_1490",44,".",3.19264,8.10064,4.49884,105,"Promoter (<=1kb)",12,110719680,110742891,23212,2,"5501","ENST00000335007.10",0,"ENSG00000186298","PPP1CC","protein phosphatase 1 catalytic subunit gamma"
"chr12",111599611,111599727,117,"*","MYC_A549_peak_1491",33,".",2.6343,6.81026,3.33478,33,"Promoter (<=1kb)",12,111452215,111599676,147462,2,"6311","ENST00000616825.4",0,"ENSG00000204842","ATXN2","ataxin 2"
"chr12",111841912,111842165,254,"*","MYC_A549_peak_1492",194,".",4.77536,23.7088,19.4432,93,"Promoter (<=1kb)",12,111839758,111841963,2206,2,"51275","ENST00000692189.2",0,"ENSG00000234608","MAPKAPK5-AS1","MAPKAPK5 antisense RNA 1"
"chr12",112108016,112108197,182,"*","MYC_A549_peak_1493",83,".",5.37662,12.19,8.3115,99,"Promoter (<=1kb)",12,112078682,112108743,30062,2,"80018","ENST00000547133.1",546,"ENSG00000111300","NAA25","N-alpha-acetyltransferase 25, NatB auxiliary subunit"
"chr12",112108589,112108891,303,"*","MYC_A549_peak_1494",65,".",3.22904,10.3449,6.57645,187,"Promoter (<=1kb)",12,112026689,112108783,82095,2,"80018","ENST00000261745.9",0,"ENSG00000111300","NAA25","N-alpha-acetyltransferase 25, NatB auxiliary subunit"
"chr12",112409196,112409349,154,"*","MYC_A549_peak_1495",37,".",3.02112,7.22982,3.70765,31,"Promoter (<=1kb)",12,112406748,112409311,2564,2,"6128","ENST00000549847.5",0,"ENSG00000089009","RPL6","ribosomal protein L6"
"chr12",112839492,112839716,225,"*","MYC_A549_peak_1496",52,".",5.58682,8.96701,5.28423,76,"Intron (ENST00000549736.5/22895, intron 6 of 6)",12,112850791,112869918,19128,1,"22895","ENST00000547222.1",-11075,"ENSG00000089169","RPH3A","rabphilin 3A"
"chr12",113184994,113185721,728,"*","MYC_A549_peak_1497",293,".",8.36124,33.7267,29.3154,116,"Promoter (<=1kb)",12,113157173,113185478,28306,2,"79039","ENST00000306014.10",0,"ENSG00000123064","DDX54","DEAD-box helicase 54"
"chr12",113221770,113221967,198,"*","MYC_A549_peak_1498",155,".",7.12186,19.7451,15.5773,108,"Promoter (<=1kb)",12,113221486,113296129,74644,1,"53373","ENST00000552077.5",284,"ENSG00000186815","TPCN1","two pore segment channel 1"
"chr12",113312639,113312781,143,"*","MYC_A549_peak_1499",114,".",6.62857,15.4524,11.4196,85,"Intron (ENST00000552014.5/80024, intron 12 of 16)",12,113298781,113308843,10063,2,"80024","ENST00000550047.5",-3796,"ENSG00000089060","SLC8B1","solute carrier family 8 member B1"
"chr12",113358592,113358698,107,"*","MYC_A549_peak_1500",50,".",4.22043,8.71601,5.07167,54,"Promoter (<=1kb)",12,113358587,113391629,33043,1,"196463","ENST00000280800.5",5,"ENSG00000151176","PLBD2","phospholipase B domain containing 2"
"chr12",113955316,113955440,125,"*","MYC_A549_peak_1501",35,".",4.97601,7.06977,3.55919,55,"Intron (ENST00000545145.6/9904, intron 6 of 24)",12,113957863,113966209,8347,2,"9904","ENST00000546876.1",10769,"ENSG00000122965","RBM19","RNA binding motif protein 19"
"chr12",113966281,113966380,100,"*","MYC_A549_peak_1502",56,".",3.70087,9.36461,5.65454,14,"Promoter (<=1kb)",12,113816742,113966306,149565,2,"9904","ENST00000545145.6",0,"ENSG00000122965","RBM19","RNA binding motif protein 19"
"chr12",114656191,114656290,100,"*","MYC_A549_peak_1503",27,".",4.36521,6.17104,2.74794,85,"Distal Intergenic",12,114677592,114679933,2342,2,"6926","ENST00000548503.1",23643,"ENSG00000135111","TBX3","T-box transcription factor 3"
"chr12",114684044,114684233,190,"*","MYC_A549_peak_1504",64,".",5.45743,10.2385,6.47758,120,"Promoter (<=1kb)",12,114670255,114684175,13921,2,"6926","ENST00000349155.7",0,"ENSG00000135111","TBX3","T-box transcription factor 3"
"chr12",114684377,114685140,764,"*","MYC_A549_peak_1505",128,".",7.80478,16.9335,12.8469,463,"Promoter (<=1kb)",12,114670255,114684175,13921,2,"6926","ENST00000349155.7",-202,"ENSG00000135111","TBX3","T-box transcription factor 3"
"chr12",114918832,114919079,248,"*","MYC_A549_peak_1506",52,".",5.58682,8.96701,5.28423,65,"Distal Intergenic",12,114762648,114767989,5342,1,"105370000","ENST00000669628.1",156184,"ENSG00000257817","TBX3-AS1","TBX3 antisense RNA 1"
"chr12",115337720,115338026,307,"*","MYC_A549_peak_1507",52,".",5.89222,8.96701,5.28423,89,"Distal Intergenic",12,115582061,115601721,19661,2,"105370002","ENST00000551531.1",263695,NA,"LOC105370002","uncharacterized LOC105370002"
"chr12",115341462,115341713,252,"*","MYC_A549_peak_1508",52,".",5.89222,8.96701,5.28423,145,"Distal Intergenic",12,115582061,115601721,19661,2,"105370002","ENST00000551531.1",260008,NA,"LOC105370002","uncharacterized LOC105370002"
"chr12",115354202,115354443,242,"*","MYC_A549_peak_1509",47,".",5.23002,8.41215,4.78962,90,"Distal Intergenic",12,115582061,115601721,19661,2,"105370002","ENST00000551531.1",247278,NA,"LOC105370002","uncharacterized LOC105370002"
"chr12",116434275,116434376,102,"*","MYC_A549_peak_1510",63,".",4.81883,10.0817,6.32916,24,"Distal Intergenic",12,116428252,116428318,67,2,"100616309","ENST00000582069.1",-5957,"ENSG00000264037","MIR4472-2","microRNA 4472-2"
"chr12",116688045,116688202,158,"*","MYC_A549_peak_1511",199,".",9.61752,24.263,19.991,61,"Intron (ENST00000546835.1/124903027, intron 1 of 1)",12,116661582,116698065,36484,1,"124903027","ENST00000546835.1",26463,"ENSG00000257883","LINC03088","long intergenic non-protein coding RNA 3088"
"chr12",116910739,116911072,334,"*","MYC_A549_peak_1512",587,".",14.7354,63.413,58.7723,178,"Promoter (<=1kb)",12,116910950,117031148,120199,1,"26259","ENST00000652555.1",0,"ENSG00000174989","FBXW8","F-box and WD repeat domain containing 8"
"chr12",117100412,117100540,129,"*","MYC_A549_peak_1513",40,".",3.4564,7.60524,4.04875,63,"Promoter (<=1kb)",12,117099481,117142091,42611,1,"101928244","ENST00000547006.1",931,NA,"TESC-AS1","TESC antisense RNA 1 (head to head)"
"chr12",117140709,117140871,163,"*","MYC_A549_peak_1514",32,".",4.45685,6.6833,3.21307,146,"Intron (ENST00000547006.1/101928244, intron 2 of 2)",12,117154250,117158028,3779,2,"23014","ENST00000547806.1",17157,"ENSG00000135108","FBXO21","F-box protein 21"
"chr12",117143142,117143460,319,"*","MYC_A549_peak_1515",71,".",4.99359,11.0053,7.19175,94,"3' UTR",12,117154250,117158028,3779,2,"23014","ENST00000547806.1",14568,"ENSG00000135108","FBXO21","F-box protein 21"
"chr12",117486081,117486180,100,"*","MYC_A549_peak_1516",27,".",4.67061,6.17104,2.74794,77,"Intron (ENST00000339824.7/283455, intron 14 of 19)",12,117331433,117452170,120738,2,"4842","ENST00000549189.1",-33911,"ENSG00000089250","NOS1","nitric oxide synthase 1"
"chr12",117487393,117487665,273,"*","MYC_A549_peak_1517",91,".",7.41922,13.1024,9.1716,60,"Intron (ENST00000339824.7/283455, intron 14 of 19)",12,117331433,117452170,120738,2,"4842","ENST00000549189.1",-35223,"ENSG00000089250","NOS1","nitric oxide synthase 1"
"chr12",117685118,117685874,757,"*","MYC_A549_peak_1518",155,".",6.84918,19.6848,15.5177,594,"Intron (ENST00000339824.7/283455, intron 4 of 19)",12,117517706,117677251,159546,2,"283455","ENST00000545002.1",-7867,"ENSG00000171435","KSR2","kinase suppressor of ras 2"
"chr12",117853851,117853955,105,"*","MYC_A549_peak_1519",51,".",5.80424,8.832,5.17945,22,"Intron (ENST00000339824.7/283455, intron 3 of 19)",12,117453012,117968990,515979,2,"283455","ENST00000339824.7",115035,"ENSG00000171435","KSR2","kinase suppressor of ras 2"
"chr12",118052547,118052838,292,"*","MYC_A549_peak_1520",102,".",7.72462,14.1979,10.2218,184,"Promoter (<=1kb)",12,118034196,118052604,18409,2,"55884","ENST00000535496.5",0,"ENSG00000176871","WSB2","WD repeat and SOCS box containing 2"
"chr12",118135979,118136181,203,"*","MYC_A549_peak_1521",67,".",4.41905,10.5157,6.73937,112,"Promoter (<=1kb)",12,118117667,118136026,18360,2,"101928274","ENST00000539956.1",0,NA,"LOC101928274","uncharacterized LOC101928274"
"chr12",118376362,118376483,122,"*","MYC_A549_peak_1522",150,".",6.07576,19.1683,15.0149,42,"Promoter (<=1kb)",12,118376555,118418033,41479,1,"64426","ENST00000543473.2",-72,"ENSG00000111707","SUDS3","SDS3 homolog, SIN3A corepressor complex component"
"chr12",119940551,119940664,114,"*","MYC_A549_peak_1523",29,".",4.49907,6.33484,2.90087,62,"Distal Intergenic",12,119989236,120094494,105259,1,"92558","ENST00000548673.6",-48572,"ENSG00000135127","BICDL1","BICD family like cargo adaptor 1"
"chr12",119940990,119941167,178,"*","MYC_A549_peak_1524",98,".",6.80715,13.8104,9.84912,72,"Distal Intergenic",12,119989236,120094494,105259,1,"92558","ENST00000548673.6",-48069,"ENSG00000135127","BICDL1","BICD family like cargo adaptor 1"
"chr12",120194601,120195019,419,"*","MYC_A549_peak_1525",318,".",6.98113,36.2396,31.8012,159,"Promoter (<=1kb)",12,120127202,120194715,67514,2,"10985","ENST00000300648.7",0,"ENSG00000089154","GCN1","GCN1 activator of EIF2AK4"
"chr12",120200918,120201193,276,"*","MYC_A549_peak_1526",231,".",4.32536,27.4562,23.1289,159,"Promoter (<=1kb)",12,120196699,120201099,4401,2,"6175","ENST00000551150.5",0,"ENSG00000089157","RPLP0","ribosomal protein lateral stalk subunit P0"
"chr12",120228462,120228569,108,"*","MYC_A549_peak_1527",36,".",2.78939,7.18288,3.66225,92,"Promoter (1-2kb)",12,120210448,120226844,16397,2,"5829","ENST00000536957.5",-1618,"ENSG00000089159","PXN","paxillin"
"chr12",120325558,120325671,114,"*","MYC_A549_peak_1528",45,".",2.98268,8.18652,4.57961,55,"Promoter (<=1kb)",12,120322117,120326093,3977,2,"5319","ENST00000549767.1",422,"ENSG00000170890","PLA2G1B","phospholipase A2 group IB"
"chr12",120430523,120430640,118,"*","MYC_A549_peak_1529",47,".",3.90361,8.40735,4.78945,90,"Distal Intergenic",12,120438090,120438810,721,1,"1337","ENST00000550009.1",-7450,"ENSG00000111775","COX6A1","cytochrome c oxidase subunit 6A1"
"chr12",120446383,120446485,103,"*","MYC_A549_peak_1530",27,".",2.43769,6.18749,2.76007,59,"Promoter (<=1kb)",12,120446444,120460344,13901,1,"283459","ENST00000548171.1",0,"ENSG00000257218","GATC","glutamyl-tRNA amidotransferase subunit C"
"chr12",120647117,120647266,150,"*","MYC_A549_peak_1531",62,".",5.29692,9.94664,6.21167,63,"Promoter (2-3kb)",12,120650085,120667032,16948,1,"9478","ENST00000288616.7",-2819,"ENSG00000157782","CABP1","calcium binding protein 1"
"chr12",120978389,120978884,496,"*","MYC_A549_peak_1532",158,".",9.55702,19.9868,15.8076,106,"Promoter (<=1kb)",12,120978543,121002512,23970,1,"6927","ENST00000257555.11",0,"ENSG00000135100","HNF1A","HNF1 homeobox A"
"chr12",121277068,121277250,183,"*","MYC_A549_peak_1533",115,".",8.10197,15.5724,11.5343,84,"Promoter (2-3kb)",12,121237691,121274531,36841,2,"10645","ENST00000392474.6",-2537,"ENSG00000110931","CAMKK2","calcium/calmodulin dependent protein kinase kinase 2"
"chr12",121296374,121296580,207,"*","MYC_A549_peak_1534",216,".",9.78454,25.9938,21.6895,116,"Promoter (<=1kb)",12,121237675,121296673,58999,2,"10645","ENST00000652382.1",93,"ENSG00000110931","CAMKK2","calcium/calmodulin dependent protein kinase kinase 2"
"chr12",121352292,121352476,185,"*","MYC_A549_peak_1535",17,".",2.1509,4.93094,1.70421,130,"Promoter (<=1kb)",12,121308245,121352411,44167,2,"51433","ENST00000261819.8",0,"ENSG00000089053","ANAPC5","anaphase promoting complex subunit 5"
"chr12",121352523,121352639,117,"*","MYC_A549_peak_1536",57,".",2.81688,9.49879,5.78314,45,"Promoter (<=1kb)",12,121345840,121352417,6578,2,"51433","ENST00000536416.5",-106,"ENSG00000089053","ANAPC5","anaphase promoting complex subunit 5"
"chr12",121627285,121627418,134,"*","MYC_A549_peak_1537",43,".",3.83873,7.89171,4.31688,54,"Promoter (<=1kb)",12,121626816,121641533,14718,1,"84876","ENST00000611718.1",469,"ENSG00000276045","ORAI1","ORAI calcium release-activated calcium modulator 1"
"chr12",121786609,121786755,147,"*","MYC_A549_peak_1538",27,".",3.92251,6.17368,2.74794,97,"Intron (ENST00000267205.7/54509, intron 2 of 4)",12,121779418,121793360,13943,2,"54509","ENST00000537265.5",6605,"ENSG00000139725","RHOF","ras homolog family member F, filopodia associated"
"chr12",121888541,121888811,271,"*","MYC_A549_peak_1539",271,".",5.5816,31.5664,27.1787,104,"Promoter (<=1kb)",12,121888732,121916644,27913,1,"5715","ENST00000537407.5",0,"ENSG00000110801","PSMD9","proteasome 26S subunit, non-ATPase 9"
"chr12",121924735,121924866,132,"*","MYC_A549_peak_1540",31,".",3.60191,6.60524,3.14356,99,"Intron (ENST00000397454.2/144406, intron 3 of 17)",12,121921408,121933655,12248,1,"144406","ENST00000540779.1",3327,"ENSG00000158023","CFAP251","cilia and flagella associated protein 251"
"chr12",122078322,122078499,178,"*","MYC_A549_peak_1541",135,".",5.44453,17.6823,13.5667,57,"Promoter (<=1kb)",12,122078756,122147344,68589,1,"22877","ENST00000319080.12",-257,"ENSG00000175727","MLXIP","MLX interacting protein"
"chr12",122225990,122226093,104,"*","MYC_A549_peak_1542",45,".",3.41093,8.13604,4.53156,21,"Promoter (<=1kb)",12,122207668,122226052,18385,2,"56616","ENST00000464942.7",0,"ENSG00000184047","DIABLO","diablo IAP-binding mitochondrial protein"
"chr12",122226447,122226614,168,"*","MYC_A549_peak_1543",103,".",5.32107,14.3451,10.3538,71,"Promoter (<=1kb)",12,122226430,122226564,135,2,"128125816","ENST00000713558.1",0,"ENSG00000284934","LOC128125816","uncharacterized LOC128125816"
"chr12",122646994,122647100,107,"*","MYC_A549_peak_1544",48,".",4.69567,8.44714,4.81758,25,"Distal Intergenic",12,122620042,122626375,6334,1,"9735","ENST00000534995.1",26952,"ENSG00000184445","KNTC1","kinetochore associated 1"
"chr12",122752630,122752816,187,"*","MYC_A549_peak_1545",71,".",3.53499,10.934,7.13567,56,"Promoter (<=1kb)",12,122752824,122770070,17247,1,"8562","ENST00000455982.2",-8,"ENSG00000139726","DENR","density regulated re-initiation and release factor"
"chr12",122946792,122947073,282,"*","MYC_A549_peak_1546",149,".",8.553,19.1049,14.9536,159,"Promoter (<=1kb)",12,122935273,122946477,11205,2,"23457","ENST00000542448.5",-315,"ENSG00000150967","ABCB9","ATP binding cassette subfamily B member 9"
"chr12",122951504,122951623,120,"*","MYC_A549_peak_1547",47,".",5.52477,8.40061,4.78479,89,"Promoter (<=1kb)",12,122944391,122951005,6615,2,"23457","ENST00000536976.5",-499,"ENSG00000150967","ABCB9","ATP binding cassette subfamily B member 9"
"chr12",123062823,123063014,192,"*","MYC_A549_peak_1548",64,".",5.45743,10.2385,6.47758,63,"Intron (ENST00000280562.9/57605, intron 1 of 24)",12,123034545,123076095,41551,2,"57605","ENST00000541244.1",13081,"ENSG00000090975","PITPNM2","phosphatidylinositol transfer protein membrane associated 2"
"chr12",123363549,123363665,117,"*","MYC_A549_peak_1549",67,".",4.41905,10.5157,6.73937,41,"Promoter (1-2kb)",12,123364764,123364843,80,2,"102466877","ENST00000614241.1",1178,"ENSG00000284425","MIR8072","microRNA 8072"
"chr12",123365227,123365342,116,"*","MYC_A549_peak_1550",61,".",3.63329,9.87633,6.14383,40,"Promoter (<=1kb)",12,123364948,123365789,842,1,"112268105","ENST00000702491.1",279,"ENSG00000256092","SBNO1-AS1","SBNO1 antisense RNA 1"
"chr12",123601985,123602207,223,"*","MYC_A549_peak_1551",16,".",2.03575,4.92529,1.69905,104,"Promoter (<=1kb)",12,123602077,123619716,17640,1,"57696","ENST00000542286.5",0,"ENSG00000111364","DDX55","DEAD-box helicase 55"
"chr12",123633706,123633837,132,"*","MYC_A549_peak_1552",55,".",3.11154,9.23779,5.54223,33,"Promoter (<=1kb)",12,123625967,123633766,7800,2,"1967","ENST00000537073.1",0,"ENSG00000111361","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha"
"chr12",123712531,123712698,168,"*","MYC_A549_peak_1553",34,".",3.75198,6.92493,3.44098,25,"Promoter (<=1kb)",12,123712535,123755441,42907,1,"23545","ENST00000540368.6",0,"ENSG00000185344","ATP6V0A2","ATPase H+ transporting V0 subunit a2"
"chr12",123972746,123972867,122,"*","MYC_A549_peak_1554",41,".",4.30909,7.66459,4.10142,96,"Promoter (<=1kb)",12,123935626,123972831,37206,2,"80212","ENST00000238156.8",0,"ENSG00000119242","CCDC92","coiled-coil domain containing 92"
"chr12",123973158,123973343,186,"*","MYC_A549_peak_1555",166,".",9.01055,20.8176,16.6171,53,"Promoter (<=1kb)",12,123973219,123974553,1335,1,"100533183","ENST00000540009.1",0,"ENSG00000178882","ZNF664-RFLNA","ZNF664-RFLNA readthrough"
"chr12",124367976,124368203,228,"*","MYC_A549_peak_1556",91,".",7.11382,13.1024,9.1716,69,"Intron (ENST00000404621.5/9612, intron 20 of 46)",12,124354837,124356850,2014,2,"9612","ENST00000536195.1",-11126,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124369368,124369831,464,"*","MYC_A549_peak_1557",91,".",7.41922,13.1024,9.1716,295,"Intron (ENST00000404621.5/9612, intron 20 of 46)",12,124354837,124356850,2014,2,"9612","ENST00000536195.1",-12518,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124381964,124382095,132,"*","MYC_A549_peak_1558",35,".",4.97601,7.06977,3.55919,81,"Intron (ENST00000404621.5/9612, intron 18 of 46)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",6729,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124385404,124385521,118,"*","MYC_A549_peak_1559",52,".",5.89222,8.96701,5.28423,55,"Intron (ENST00000404621.5/9612, intron 18 of 46)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",3303,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124387323,124387423,101,"*","MYC_A549_peak_1560",44,".",5.28141,8.00258,4.40735,31,"Promoter (1-2kb)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",1401,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124387539,124387788,250,"*","MYC_A549_peak_1561",123,".",8.33542,16.4541,12.3805,84,"Promoter (1-2kb)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",1036,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124389129,124389399,271,"*","MYC_A549_peak_1562",56,".",5.48774,9.31879,5.61176,175,"Promoter (<=1kb)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",-305,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124390740,124390947,208,"*","MYC_A549_peak_1563",62,".",6.19762,9.96097,6.21526,172,"Promoter (1-2kb)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",-1916,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124392063,124392303,241,"*","MYC_A549_peak_1564",52,".",5.58682,8.96701,5.28423,38,"Intron (ENST00000404621.5/9612, intron 17 of 46)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",-3239,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124392354,124392601,248,"*","MYC_A549_peak_1565",143,".",8.58038,18.4988,14.3643,162,"Intron (ENST00000404621.5/9612, intron 17 of 46)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",-3530,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124393007,124393149,143,"*","MYC_A549_peak_1566",52,".",5.58682,8.96701,5.28423,63,"Intron (ENST00000404621.5/9612, intron 17 of 46)",12,124372460,124388824,16365,2,"9612","ENST00000448614.1",-4183,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124423100,124423255,156,"*","MYC_A549_peak_1567",31,".",3.75654,6.60524,3.14356,79,"Intron (ENST00000404621.5/9612, intron 12 of 46)",12,124429395,124430641,1247,2,"9612","ENST00000494460.1",7386,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
"chr12",124519072,124519191,120,"*","MYC_A549_peak_1568",56,".",5.48774,9.31879,5.61176,50,"Promoter (<=1kb)",12,124419959,124518294,98336,2,"9612","ENST00000420698.5",-778,"ENSG00000196498","NCOR2","nuclear receptor corepressor 2"
